gid,population_c,building_c,geometry,학교,교통_소,주택,대형마트,백화점,교통_대,동일업체,경쟁업체
다바8816,28157.0,1420.0,"POLYGON ((127.36627690388501 36.34131829017841, 127.36626148820795 36.35033368785502, 127.37740634011278 36.35034564111088, 127.37742047116103 36.34133023951894, 127.36627690388501 36.34131829017841))",3,0,21,0,0,0,0,1
다바9406,42.0,32.0,"POLYGON ((127.433215280874 36.251219490008346, 127.43320760718277 36.26023504233476, 127.44433966744174 36.26024074041859, 127.44434606218681 36.25122518622385, 127.433215280874 36.251219490008346))",0,0,0,0,0,0,0,0
다바9112,10839.0,2138.0,"POLYGON ((127.39975381976204 36.30528925106543, 127.39974227851286 36.314304713995284, 127.41088201242528 36.31431353745297, 127.41089227131933 36.305298071631796, 127.39975381976204 36.30528925106543))",6,0,8,0,0,0,0,0
다바8004,69.0,40.0,"POLYGON ((127.27743608218121 36.2329999761094, 127.27741052624495 36.2420154938769, 127.28853992979687 36.242035682736876, 127.28856420796816 36.23302015834841, 127.27743608218121 36.2329999761094))",0,0,0,0,0,0,0,0
다바8107,36.0,22.0,"POLYGON ((127.28849134107915 36.26006669062139, 127.28846703052295 36.26908217411477, 127.29960028158277 36.269101346521055, 127.2996233126647 36.260085856741966, 127.28849134107915 36.26006669062139))",0,0,0,0,0,0,0,0
다바9025,2632.0,540.0,"POLYGON ((127.38844822118115 36.42247930528185, 127.3884353232792 36.43149458767601, 127.39959177461033 36.431504491258714, 127.39960338272952 36.42248920562353, 127.38844822118115 36.42247930528185))",2,0,0,0,1,0,0,3
다바8523,2146.0,50.0,"POLYGON ((127.33271117862336 36.40438360848552, 127.33269184904135 36.41339889685884, 127.34384568700966 36.41341400291189, 127.34386372797054 36.40439870959402, 127.33271117862336 36.40438360848552))",2,0,0,0,0,0,0,0
다바8008,35.0,33.0,"POLYGON ((127.27733379026793 36.269061965382946, 127.27730818886893 36.27807742861503, 127.28844270916196 36.278097643973815, 127.28846703052295 36.26908217411477, 127.27733379026793 36.269061965382946))",0,0,0,0,0,0,0,0
다바9626,0.0,2.0,"POLYGON ((127.45537409720308 36.43153837197489, 127.45536893573417 36.44055365505316, 127.46652669979291 36.44055730494356, 127.46653057089553 36.43154202067095, 127.45537409720308 36.43153837197489))",0,0,0,0,0,0,0,0
다바9007,0.0,9.0,"POLYGON ((127.38867940593647 36.2602018898806, 127.38866661079442 36.269217417713804, 127.39979993350754 36.269227263070476, 127.39981144914275 36.26021173200945, 127.38867940593647 36.2602018898806))",0,0,0,0,0,0,0,0
다바8916,16931.0,459.0,"POLYGON ((127.37742047116103 36.34133023951894, 127.37740634011278 36.35034564111088, 127.38855119829874 36.35035655495968, 127.38856404471535 36.341341149792875, 127.37742047116103 36.34133023951894))",1,1,24,0,0,0,0,1
다바9507,67.0,51.0,"POLYGON ((127.44433966744174 36.26024074041859, 127.44433326985457 36.269256280993204, 127.45546661247155 36.26926094459201, 127.45547173054284 36.26024540248843, 127.44433966744174 36.26024074041859))",0,0,0,0,0,0,0,0
다바9213,11126.0,1291.0,"POLYGON ((127.41088201242528 36.31431353745297, 127.41087174897142 36.3233289896446, 127.42201277037083 36.323336777603565, 127.4220217508975 36.31432132286018, 127.41088201242528 36.31431353745297))",3,1,9,0,0,0,0,1
다바8607,81.0,53.0,"POLYGON ((127.34415129563767 36.26015216130672, 127.34413338249671 36.26916767283098, 127.35526667905056 36.26918166356624, 127.35528331269659 36.2601661474551, 127.34415129563767 36.26015216130672))",0,0,0,0,0,0,0,0
다바9607,7.0,10.0,"POLYGON ((127.45547173054284 36.26024540248843, 127.45546661247155 36.26926094459201, 127.46659995736327 36.269264571836324, 127.46660379591764 36.26024902854353, 127.45547173054284 36.26024540248843))",0,0,0,0,0,0,0,0
다바9204,40.0,19.0,"POLYGON ((127.41097417856697 36.23317385455738, 127.41096395607688 36.242189429367336, 127.42209345162888 36.24219719438135, 127.42210239631223 36.23318161702483, 127.41097417856697 36.23317385455738))",0,0,0,0,0,0,0,0
다바9628,12.0,10.0,"POLYGON ((127.45536377197072 36.44956892448547, 127.45535860591173 36.45858418027054, 127.46651895242425 36.458587832550435, 127.46652282696942 36.449572575570485, 127.45536377197072 36.44956892448547))",0,0,0,0,0,0,0,0
다바9016,20379.0,1212.0,"POLYGON ((127.38856404471535 36.341341149792875, 127.38855119829874 36.35035655495968, 127.39969606219489 36.35036642939965, 127.39970762397725 36.34135102099844, 127.38856404471535 36.341341149792875))",2,0,14,0,1,0,0,3
다바7911,24.0,23.0,"POLYGON ((127.26611988124297 36.296087048207134, 127.26609296395232 36.30510246355218, 127.27723131637966 36.30512373648289, 127.27725695193 36.29610831416633, 127.26611988124297 36.296087048207134))",0,0,0,0,0,0,0,0
다바8710,102.0,61.0,"POLYGON ((127.35523338957672 36.287212654906284, 127.35521673374214 36.29622813013251, 127.3663538795968 36.296241097273246, 127.36636925422627 36.287225617797, 127.35523338957672 36.287212654906284))",2,0,0,0,0,0,0,0
다바9504,18.0,13.0,"POLYGON ((127.44435884315575 36.233194036979306, 127.44435245409105 36.24220961841031, 127.45548195986538 36.242214277423244, 127.45548707111871 36.233198694464306, 127.44435884315575 36.233194036979306))",0,0,0,0,0,0,0,0
다바9020,1605.0,106.0,"POLYGON ((127.38851262477753 36.37740268863779, 127.38849975550464 36.38641803925202, 127.39964976365047 36.38642792663696, 127.39966134600351 36.377412572785374, 127.38851262477753 36.37740268863779))",1,0,1,0,0,0,0,0
다바9809,0.0,10.0,"POLYGON ((127.477730743787 36.278282693247114, 127.47772818247505 36.28729821014675, 127.48886409095292 36.2872997657001, 127.48886537160904 36.278284248290575, 127.477730743787 36.278282693247114))",0,0,0,0,0,0,0,0
다바8124,62.0,38.0,"POLYGON ((127.28807658882222 36.41332805483711, 127.28805209391376 36.42234330636681, 127.29920718325148 36.42236258584805, 127.29923038898326 36.4133473280084, 127.28807658882222 36.41332805483711))",0,0,0,0,0,0,0,0
다바8320,8180.0,227.0,"POLYGON ((127.31047176831913 36.377304367656684, 127.31044989069498 36.38631968606801, 127.32159984678371 36.38633685880994, 127.32162043751177 36.377321534775916, 127.31047176831913 36.377304367656684))",3,1,7,1,0,0,0,0
다바8307,13.0,7.0,"POLYGON ((127.31075529448174 36.26010398687364, 127.3107335428787 36.269119482598654, 127.3218668138421 36.269136582344665, 127.32188728596184 36.26012108101348, 127.31075529448174 36.26010398687364))",0,0,0,0,0,0,0,0
다바8501,65.0,49.0,"POLYGON ((127.3331342634141 36.206043813435805, 127.33311512188136 36.21505940178026, 127.34424074204675 36.215074399311725, 127.34425860749471 36.2060588060473, 127.3331342634141 36.206043813435805))",0,0,0,0,0,0,0,0
다바9309,46.0,49.0,"POLYGON ((127.42205763312388 36.27825936761024, 127.42204866854571 36.28727487686156, 127.43318456563956 36.28728161758547, 127.4331922495671 36.27826610612464, 127.42205763312388 36.27825936761024))",0,0,0,0,0,0,0,0
다바9314,8277.0,2542.0,"POLYGON ((127.42201277037083 36.323336777603565, 127.42200378585251 36.33235221871668, 127.43314609474281 36.332358970495676, 127.43315379576192 36.323343527170536, 127.42201277037083 36.323336777603565))",1,2,12,0,1,0,0,3
다바9810,0.0,1.0,"POLYGON ((127.47772818247505 36.28729821014675, 127.4777256200247 36.2963137134231, 127.48886280972764 36.29631526948646, 127.48886409095292 36.2872997657001, 127.47772818247505 36.28729821014675))",0,0,0,0,0,0,0,0
다바8611,10583.0,816.0,"POLYGON ((127.34407959529041 36.296214125630364, 127.34406165028174 36.305229582634624, 127.35520007050465 36.30524359172783, 127.35521673374214 36.29622813013251, 127.34407959529041 36.296214125630364))",5,0,5,0,0,0,1,0
다바9212,1723.0,344.0,"POLYGON ((127.41089227131933 36.305298071631796, 127.41088201242528 36.31431353745297, 127.4220217508975 36.31432132286018, 127.42203072743433 36.30530585448784, 127.41089227131933 36.305298071631796))",0,0,2,0,0,0,0,1
다바8624,56.0,0.0,"POLYGON ((127.34384568700966 36.41341400291189, 127.343827638029 36.42242928258073, 127.35498277321464 36.42244335145228, 127.3549995329977 36.413428067178856, 127.34384568700966 36.41341400291189))",0,0,0,0,0,0,0,0
다바9625,31.0,22.0,"POLYGON ((127.45537925637852 36.42252307525196, 127.45537409720308 36.43153837197489, 127.46653057089553 36.43154202067095, 127.46653444027802 36.42252672275395, 127.45537925637852 36.42252307525196))",0,0,0,0,0,0,0,0
다바9104,0.0,0.0,"POLYGON ((127.39984596536289 36.233165057098056, 127.39983446506811 36.24218062902192, 127.41096395607688 36.242189429367336, 127.41097417856697 36.23317385455738, 127.39984596536289 36.233165057098056))",0,0,0,0,0,0,0,0
다바8720,25.0,106.0,"POLYGON ((127.35506649769462 36.37736679361819, 127.35504976767889 36.38638213247579, 127.3661997569468 36.386395142169576, 127.3662152000513 36.37737979905233, 127.35506649769462 36.37736679361819))",0,0,0,0,0,0,0,0
다바8113,0.0,2.0,"POLYGON ((127.28834531557183 36.314159387039865, 127.28832094011312 36.32317478870724, 127.29946187996926 36.32319399885756, 127.29948497253788 36.314178590895956, 127.28834531557183 36.314159387039865))",0,0,0,0,0,0,0,0
다바9121,3580.0,236.0,"POLYGON ((127.39964976365047 36.38642792663696, 127.39963817614893 36.39544326684787, 127.41078947693754 36.39545211635698, 127.41079977694484 36.38643677324884, 127.39964976365047 36.38642792663696))",0,0,1,0,0,0,0,1
다바9526,52.0,32.0,"POLYGON ((127.4442176258041 36.43153368079525, 127.44421117396992 36.440548962337935, 127.45536893573417 36.44055365505316, 127.45537409720308 36.43153837197489, 127.4442176258041 36.43153368079525))",0,0,0,0,0,0,0,0
다바8313,339.0,147.0,"POLYGON ((127.3106246397634 36.31419675672341, 127.3106028300895 36.32321217063905, 127.32174378990365 36.32322930404876, 127.32176431667841 36.31421388451934, 127.3106246397634 36.31419675672341))",1,0,0,0,0,0,0,0
다바9024,10017.0,297.0,"POLYGON ((127.38846111335205 36.413464009241075, 127.38844822118115 36.42247930528185, 127.39960338272952 36.42248920562353, 127.3996149856908 36.41347390634245, 127.38846111335205 36.413464009241075))",4,0,9,0,0,0,0,0
다바9122,19842.0,620.0,"POLYGON ((127.39963817614893 36.39544326684787, 127.39962658349648 36.40445859341681, 127.41077917235165 36.40446744582381, 127.41078947693754 36.39545211635698, 127.39963817614893 36.39544326684787))",2,0,3,0,0,0,0,2
다바9629,6.0,8.0,"POLYGON ((127.45535860591173 36.45858418027054, 127.45535343755608 36.46759942240706, 127.4665150761566 36.46760307588212, 127.46651895242425 36.458587832550435, 127.45535860591173 36.45858418027054))",0,0,0,0,0,0,0,0
다바9608,428.0,148.0,"POLYGON ((127.45546661247155 36.26926094459201, 127.45546149212552 36.27827647307451, 127.46659611710284 36.27828010150828, 127.46659995736327 36.269264571836324, 127.45546661247155 36.26926094459201))",0,0,1,0,0,0,0,0
다바8207,10.0,12.0,"POLYGON ((127.2996233126647 36.260085856741966, 127.29960028158277 36.269101346521055, 127.3107335428787 36.269119482598654, 127.31075529448174 36.26010398687364, 127.2996233126647 36.260085856741966))",0,0,0,0,0,0,0,0
다바9401,79.0,61.0,"POLYGON ((127.43325359822626 36.206141524114514, 127.43324594156451 36.21515714452374, 127.44437161277169 36.215162833270185, 127.44437799332552 36.206147210994736, 127.43325359822626 36.206141524114514))",0,0,0,0,0,0,0,0
다바9120,137.0,58.0,"POLYGON ((127.39966134600351 36.377412572785374, 127.39964976365047 36.38642792663696, 127.41079977694484 36.38643677324884, 127.41081007237567 36.37742141650068, 127.39966134600351 36.377412572785374))",0,0,0,0,0,0,0,0
다바8420,1405.0,342.0,"POLYGON ((127.32162043751177 36.377321534775916, 127.32159984678371 36.38633685880994, 127.3327498120253 36.38635299079359, 127.33276911585308 36.37733766147762, 127.32162043751177 36.377321534775916))",2,0,0,0,0,0,0,0
다바9424,380.0,207.0,"POLYGON ((127.4330766313492 36.41349734686603, 127.43306889602992 36.422512653821485, 127.44422407477145 36.422518385607546, 127.44423052087325 36.413503076776145, 127.4330766313492 36.41349734686603))",1,0,0,0,0,0,0,0
다바8412,2981.0,156.0,"POLYGON ((127.32178483433364 36.305198451352986, 127.32176431667841 36.31421388451934, 127.33290400271297 36.31422997428092, 127.33292323803485 36.3052145358422, 127.32178483433364 36.305198451352986))",0,0,2,0,0,0,0,0
다바8918,6022.0,103.0,"POLYGON ((127.37739220278334 36.35936102906582, 127.3773780591699 36.36837640338246, 127.38852548833242 36.368387324383434, 127.38853834617197 36.3593719464903, 127.37739220278334 36.35936102906582))",0,0,6,0,0,0,0,0
다바8708,7.0,12.0,"POLYGON ((127.35526667905056 36.26918166356624, 127.35525003801173 36.27819716605042, 127.3663846220254 36.278210124692094, 127.36639998299727 36.26919461795985, 127.35526667905056 36.26918166356624))",0,0,0,0,0,0,0,0
다바9117,5375.0,835.0,"POLYGON ((127.39969606219489 36.35036642939965, 127.39968449527336 36.35938182416542, 127.41083064951624 36.35939066208955, 127.41084093123015 36.350375264429175, 127.39969606219489 36.35036642939965))",3,0,2,0,0,0,0,0
다바9627,55.0,33.0,"POLYGON ((127.45536893573417 36.44055365505316, 127.45536377197072 36.44956892448547, 127.46652282696942 36.449572575570485, 127.46652669979291 36.44055730494356, 127.45536893573417 36.44055365505316))",0,0,0,0,0,0,0,0
다바9305,87.0,117.0,"POLYGON ((127.42209345162888 36.24219719438135, 127.42208450297018 36.25121275811947, 127.433215280874 36.251219490008346, 127.43322295115622 36.2422039240627, 127.42209345162888 36.24219719438135))",0,0,0,0,0,0,0,0
다바8617,8647.0,471.0,"POLYGON ((127.34397180552587 36.35030666313003, 127.34395381260673 36.359322038314716, 127.35509993542945 36.35933607497601, 127.35511664315534 36.35032069519403, 127.34397180552587 36.35030666313003))",0,1,49,1,1,0,0,1
다바9323,93.0,133.0,"POLYGON ((127.4219317657875 36.40447525677454, 127.42192274526221 36.41349057515629, 127.4330766313492 36.41349734686603, 127.43308436323143 36.40448202626774, 127.4219317657875 36.40447525677454))",0,0,0,0,0,0,0,0
다바9214,13636.0,1513.0,"POLYGON ((127.41087174897142 36.3233289896446, 127.41086148095567 36.3323444282054, 127.42200378585251 36.33235221871668, 127.42201277037083 36.323336777603565, 127.41087174897142 36.3233289896446))",6,1,13,0,0,0,1,1
다바9317,15547.0,1656.0,"POLYGON ((127.42198580483358 36.350383060046845, 127.42197680832933 36.359398460261275, 127.4331229711414 36.35940521867932, 127.43313068243411 36.350389816251365, 127.42198580483358 36.350383060046845))",3,0,12,0,0,0,0,2
다바8314,41.0,36.0,"POLYGON ((127.3106028300895 36.32321217063905, 127.31058101072168 36.33222757091515, 127.32172325400519 36.33224470993992, 127.32174378990365 36.32322930404876, 127.3106028300895 36.32321217063905))",0,0,0,0,0,0,0,0
다바9408,6.0,7.0,"POLYGON ((127.43319993008097 36.26925058104063, 127.4331922495671 36.27826610612464, 127.44432686942395 36.278271807946375, 127.44433326985457 36.269256280993204, 127.43319993008097 36.26925058104063))",0,0,0,0,0,0,0,0
다바9622,25.0,14.0,"POLYGON ((127.45539472015446 36.3954771032282, 127.45538956785317 36.40449244087732, 127.46654217388584 36.404496085992, 127.46654603811272 36.39548074714964, 127.45539472015446 36.3954771032282))",0,0,0,0,0,0,0,0
다바7914,0.0,1.0,"POLYGON ((127.26603909347409 36.32313325331273, 127.26601214027559 36.332148627725616, 127.27715434134296 36.33216992158033, 127.27718001109135 36.32315454019121, 127.26603909347409 36.32313325331273))",0,0,0,0,0,0,0,0
다바8109,43.0,22.0,"POLYGON ((127.28844270916196 36.278097643973815, 127.28841837699127 36.28711310019716, 127.29955418870583 36.28713228517909, 127.29957724026467 36.2781168226672, 127.28844270916196 36.278097643973815))",0,0,0,0,0,0,0,0
다바9223,10.0,38.0,"POLYGON ((127.41077917235165 36.40446744582381, 127.41076886318514 36.41348276164801, 127.42192274526221 36.41349057515629, 127.4219317657875 36.40447525677454, 127.41077917235165 36.40446744582381))",0,0,0,0,0,0,0,0
다바9713,170.0,77.0,"POLYGON ((127.46658073898509 36.31434208396148, 127.46657689018274 36.32335754550954, 127.4777179258381 36.323360141499364, 127.47772049170676 36.31434467910072, 127.46658073898509 36.31434208396148))",0,0,0,0,0,0,0,0
다바8510,13354.0,254.0,"POLYGON ((127.33296168304544 36.28718361806281, 127.33294246481104 36.296199083769054, 127.34407959529041 36.296214125630364, 127.3440975323267 36.28719865499412, 127.33296168304544 36.28718361806281))",1,0,5,0,0,0,0,0
다바9128,6.0,112.0,"POLYGON ((127.39956854288863 36.44953502158626, 127.39955691928147 36.458550266276, 127.41071724856936 36.458559136084205, 127.41072758067057 36.44954388849259, 127.39956854288863 36.44953502158626))",0,0,0,0,0,0,0,0
다바9103,29.0,29.0,"POLYGON ((127.39985746054883 36.2241494715559, 127.39984596536289 36.233165057098056, 127.41097417856697 36.23317385455738, 127.41098439651587 36.22415826612979, 127.39985746054883 36.2241494715559))",0,0,0,0,0,0,0,0
다바8818,22923.0,405.0,"POLYGON ((127.36624606567877 36.359349071893746, 127.36623063629423 36.368364442293284, 127.3773780591699 36.36837640338246, 127.37739220278334 36.35936102906582, 127.36624606567877 36.359349071893746))",9,0,8,0,0,0,0,3
다바9520,0.0,1.0,"POLYGON ((127.4442562766513 36.377441705039395, 127.44424984199854 36.38645706843264, 127.45539987016646 36.386461751939635, 127.45540501789024 36.37744638701291, 127.4442562766513 36.377441705039395))",0,0,0,0,0,0,0,0
다바8823,80.0,78.0,"POLYGON ((127.36616885014061 36.404425787473414, 127.36615338643266 36.41344108965741, 127.37730724674174 36.41345307034547, 127.37732142181838 36.40443776423992, 127.36616885014061 36.404425787473414))",1,0,0,0,0,0,0,0
다바8930,0.0,6.0,"POLYGON ((127.37722206385452 36.46754462036446, 127.37720784460852 36.47655983091979, 127.38837074771217 36.47657079490211, 127.38838367430864 36.46755558076052, 127.37722206385452 36.46754462036446))",0,0,0,0,0,0,0,0
다바9510,1164.0,903.0,"POLYGON ((127.44432046614862 36.28728732127679, 127.44431406002732 36.29630282098312, 127.4554512446051 36.29630748917092, 127.4554563695037 36.28729198793459, 127.44432046614862 36.28728732127679))",0,0,1,0,0,0,0,0
다바8319,14563.0,569.0,"POLYGON ((127.31049363622284 36.368289035597954, 127.31047176831913 36.377304367656684, 127.32162043751177 36.377321534775916, 127.32164101909113 36.36830619709574, 127.31049363622284 36.368289035597954))",2,1,12,0,0,0,0,3
다바9415,7982.0,2003.0,"POLYGON ((127.43314609474281 36.332358970495676, 127.43313839030075 36.34137440018972, 127.44428198668533 36.34138011510747, 127.4442884070561 36.33236468354129, 127.43314609474281 36.332358970495676))",6,0,4,0,0,0,0,0
다바8922,19.0,31.0,"POLYGON ((127.37733559059664 36.39542244448954, 127.37732142181838 36.40443776423992, 127.38847399979453 36.404448699554976, 127.38848688051118 36.39543337622486, 127.37733559059664 36.39542244448954))",0,0,0,0,0,0,0,0
다바8605,72.0,43.0,"POLYGON ((127.34418709804959 36.24212109737949, 127.34416920082074 36.2511366361558, 127.35529993895315 36.251150617718324, 127.35531655782361 36.2421350743572, 127.34418709804959 36.24212109737949))",0,0,0,0,0,0,0,0
다바9611,9738.0,235.0,"POLYGON ((127.4554512446051 36.29630748917092, 127.45544611742866 36.30532297678221, 127.46658458607746 36.30532660878602, 127.46658843146072 36.296311119984445, 127.4554512446051 36.29630748917092))",2,0,12,1,0,0,0,0
다바9425,0.0,2.0,"POLYGON ((127.43306889602992 36.422512653821485, 127.433061157272 36.43152794713279, 127.4442176258041 36.43153368079525, 127.44422407477145 36.422518385607546, 127.43306889602992 36.422512653821485))",0,0,0,0,0,0,0,0
다바9604,0.0,3.0,"POLYGON ((127.45548707111871 36.233198694464306, 127.45548195986538 36.242214277423244, 127.46661146791136 36.242217901100744, 127.46661530135225 36.23320231695342, 127.45548707111871 36.233198694464306))",0,0,0,0,0,0,0,0
다바9723,48.0,39.0,"POLYGON ((127.46654217388584 36.404496085992, 127.46653830794119 36.41351141119388, 127.47769220433939 36.413514015700166, 127.47769478163625 36.40449868964577, 127.46654217388584 36.404496085992))",0,0,0,0,0,0,0,0
다바8514,4949.0,302.0,"POLYGON ((127.33288475884149 36.32324539908392, 127.33286550641654 36.33226081024985, 127.34400776738529 36.33227587184232, 127.34402573633284 36.323260455741924, 127.33288475884149 36.32324539908392))",0,0,2,0,0,0,1,3
다바8010,0.0,1.0,"POLYGON ((127.27728257609137 36.28709287820993, 127.27725695193 36.29610831416633, 127.28839403400599 36.29612854278349, 127.28841837699127 36.28711310019716, 127.27728257609137 36.28709287820993))",0,0,0,0,0,0,0,0
다바8203,128.0,81.0,"POLYGON ((127.29971533472421 36.224023761322925, 127.29969234454028 36.23303930562043, 127.31082049132993 36.233057417922375, 127.310842204307 36.224041867684306, 127.29971533472421 36.224023761322925))",0,0,0,0,0,0,0,0
다바9227,7542.0,633.0,"POLYGON ((127.41073790818068 36.44052862725187, 127.41072758067057 36.44954388849259, 127.42188662304363 36.449551712236875, 127.42189565961957 36.44053644843628, 127.41073790818068 36.44052862725187))",2,0,13,0,0,0,0,0
다바9420,0.0,4.0,"POLYGON ((127.43310753827136 36.37743598262887, 127.43309981669093 36.386451344147865, 127.44424984199854 36.38645706843264, 127.4442562766513 36.377441705039395, 127.43310753827136 36.37743598262887))",0,0,0,0,0,0,0,0
다바9427,1927.0,321.0,"POLYGON ((127.43305341507386 36.440543226798674, 127.43304566943395 36.44955849281782, 127.4442047192676 36.44956423023433, 127.44421117396992 36.440548962337935, 127.43305341507386 36.440543226798674))",2,0,4,0,0,0,0,0
다바8009,0.0,3.0,"POLYGON ((127.27730818886893 36.27807742861503, 127.27728257609137 36.28709287820993, 127.28841837699127 36.28711310019716, 127.28844270916196 36.278097643973815, 127.27730818886893 36.27807742861503))",0,0,0,0,0,0,0,0
다바8216,7647.0,308.0,"POLYGON ((127.29941566403491 36.34122477385684, 127.29939254065988 36.35024014089187, 127.3105373428866 36.35025833054351, 127.31055918165552 36.341242957550406, 127.29941566403491 36.34122477385684))",2,0,3,0,0,0,0,1
다바9413,15223.0,1869.0,"POLYGON ((127.43316149335956 36.31432807021564, 127.43315379576192 36.323343527170536, 127.44429482457441 36.32334923834445, 127.4443012392415 36.31433377951827, 127.43316149335956 36.31432807021564))",0,0,9,0,0,0,0,0
다바8705,10.0,11.0,"POLYGON ((127.35531655782361 36.2421350743572, 127.35529993895315 36.251150617718324, 127.36643068447165 36.25116356361864, 127.36644602498033 36.242148016012315, 127.35531655782361 36.2421350743572))",0,0,0,0,0,0,0,0
다바8115,112.0,38.0,"POLYGON ((127.28829655382009 36.33219017673232, 127.2882721566878 36.34120555111377, 127.29941566403491 36.34122477385684, 127.29943877713649 36.33220939317829, 127.28829655382009 36.33219017673232))",0,0,0,0,0,0,0,0
다바8215,4204.0,269.0,"POLYGON ((127.29943877713649 36.33220939317829, 127.29941566403491 36.34122477385684, 127.31055918165552 36.341242957550406, 127.31058101072168 36.33222757091515, 127.29943877713649 36.33220939317829))",0,0,2,0,0,0,0,0
다바9502,22.0,37.0,"POLYGON ((127.44437161277169 36.215162833270185, 127.44436522938219 36.22417844193215, 127.4554921801014 36.224183097889565, 127.45549728681455 36.21516748770035, 127.44437161277169 36.215162833270185))",0,0,0,0,0,0,0,0
다바8817,22426.0,1045.0,"POLYGON ((127.36626148820795 36.35033368785502, 127.36624606567877 36.359349071893746, 127.37739220278334 36.35936102906582, 127.37740634011278 36.35034564111088, 127.36626148820795 36.35033368785502))",4,1,25,0,0,0,0,1
다바9119,33.0,304.0,"POLYGON ((127.39967292321036 36.368397205294414, 127.39966134600351 36.377412572785374, 127.41081007237567 36.37742141650068, 127.41082036323212 36.36840604611381, 127.39967292321036 36.368397205294414))",0,0,0,0,0,0,0,0
다바8211,7.0,3.0,"POLYGON ((127.29953112690151 36.29614773405539, 127.2995080548471 36.30516316929479, 127.31064643974781 36.30518132916959, 127.31066823004717 36.29616588797888, 127.29953112690151 36.29614773405539))",0,0,0,0,0,0,0,0
다바9109,45.0,45.0,"POLYGON ((127.39978841275419 36.27824278050791, 127.39977688688036 36.28725828432044, 127.41091277543623 36.28726709910612, 127.41092302066328 36.27825159240424, 127.39978841275419 36.27824278050791))",0,0,0,0,0,0,0,0
다바9225,222.0,262.0,"POLYGON ((127.41075854943584 36.422498063828286, 127.41074823110172 36.43151335236334, 127.42190469218008 36.43152117098846, 127.42191372072702 36.42250587989469, 127.41075854943584 36.422498063828286))",0,0,0,0,0,0,0,0
라바0324,28.0,23.0,"POLYGON ((127.53346169205882 36.41351141119388, 127.53346555972199 36.42252672275395, 127.5446207436215 36.42252307525196, 127.54461558673849 36.41350776488567, 127.53346169205882 36.41351141119388))",0,0,0,0,0,0,0,0
다바9027,0.0,140.0,"POLYGON ((127.38842241964362 36.44050985642227, 127.38840951027171 36.449525111519286, 127.39956854288863 36.44953502158626, 127.39958016133082 36.440519763246726, 127.38842241964362 36.44050985642227))",0,0,0,0,0,0,0,0
다바9515,9983.0,1832.0,"POLYGON ((127.4442884070561 36.33236468354129, 127.44428198668533 36.34138011510747, 127.45542558592373 36.34138479095052, 127.45543072222192 36.332369357852606, 127.4442884070561 36.33236468354129))",2,0,13,0,0,0,0,1
다바9205,0.0,4.0,"POLYGON ((127.41096395607688 36.242189429367336, 127.4109537290435 36.25120499055833, 127.42208450297018 36.25121275811947, 127.42209345162888 36.24219719438135, 127.41096395607688 36.242189429367336))",0,0,0,0,0,0,0,0
다바9815,113.0,51.0,"POLYGON ((127.47771535882896 36.332375590269464, 127.47771279067884 36.34139102540969, 127.48885639505404 36.3413925840248, 127.48885767912923 36.332377148374, 127.47771535882896 36.332375590269464))",0,0,0,0,0,0,0,0
다바9207,27.0,33.0,"POLYGON ((127.41094349746483 36.26022053812902, 127.41093326133878 36.269236072078094, 127.4220665937195 36.269243844735236, 127.42207555033433 36.26022830823786, 127.41094349746483 36.26022053812902))",0,0,0,0,0,0,0,0
다바8317,184.0,93.0,"POLYGON ((127.3105373428866 36.35025833054351, 127.31051549441052 36.359273689893136, 127.321661591526 36.359290845770744, 127.32168215482052 36.35027548080223, 127.3105373428866 36.35025833054351))",0,0,0,0,0,0,0,0
다바9325,425.0,332.0,"POLYGON ((127.42191372072702 36.42250587989469, 127.42190469218008 36.43152117098846, 127.433061157272 36.43152794713279, 127.43306889602992 36.422512653821485, 127.42191372072702 36.42250587989469))",0,0,1,0,0,0,0,0
다바8112,211.0,138.0,"POLYGON ((127.28836968020114 36.30514397173152, 127.28834531557183 36.314159387039865, 127.29948497253788 36.314178590895956, 127.2995080548471 36.30516316929479, 127.28836968020114 36.30514397173152))",0,0,0,0,0,0,0,0
다바9705,6.0,7.0,"POLYGON ((127.46661146791136 36.242217901100744, 127.46660763276675 36.25123347163124, 127.47773842089755 36.251236060821775, 127.47774097766107 36.242220489442246, 127.46661146791136 36.242217901100744))",0,0,0,0,0,0,0,0
다바9711,6.0,7.0,"POLYGON ((127.46658843146072 36.296311119984445, 127.46658458607746 36.30532660878602, 127.47772305643545 36.30532920307487, 127.4777256200247 36.2963137134231, 127.46658843146072 36.296311119984445))",0,0,0,0,0,0,0,0
다바9108,62.0,81.0,"POLYGON ((127.39979993350754 36.269227263070476, 127.39978841275419 36.27824278050791, 127.41092302066328 36.27825159240424, 127.41093326133878 36.269236072078094, 127.39979993350754 36.269227263070476))",0,0,0,0,0,0,0,0
다바8006,33.0,26.0,"POLYGON ((127.27738495895076 36.25103099801255, 127.27735938029346 36.26004648851501, 127.28849134107915 36.26006669062139, 127.28851564083548 36.25105119349498, 127.27738495895076 36.25103099801255))",0,0,0,0,0,0,0,0
다바8907,9.0,14.0,"POLYGON ((127.3775473684144 36.26019101174406, 127.3775332937681 36.269206536009676, 127.38866661079442 36.269217417713804, 127.38867940593647 36.2602018898806, 127.3775473684144 36.26019101174406))",0,0,0,0,0,0,0,0
